[ 2019-06-30T11:03:53+08:00 ] /abcTest/index.php/Login/index | ERR: (ThinkException) 模板不存在[./home/Tpl/Login/index.html]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001187s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001338s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006818s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000608s ]
[ 2019-06-30T14:39:49+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777'  [ RunTime:0.000490s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001592s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001797s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003220s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003497s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006588s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000567s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777'  [ RunTime:0.000196s ]
[ 2019-06-30T14:40:33+08:00 ] /abcTest/index.php/Login/checkLogin | NOTIC: [8] Array to string conversion LoginAction.class.php 第 25 行.
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.001767s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001962s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001337s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001518s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001970s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002164s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.015652s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015934s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001159s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001262s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000766s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001213s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004850s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000980s ]
[ 2019-06-30T14:42:30+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001127s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001583s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001839s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001223s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001373s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006766s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='456' LIMIT 1   [ RunTime:0.000371s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='456'  [ RunTime:0.000164s ]
[ 2019-06-30T14:42:37+08:00 ] /abcTest/index.php/Login/checkLogin | NOTIC: [8] Array to string conversion LoginAction.class.php 第 25 行.
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002750s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.003033s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002653s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002952s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.009605s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='456' LIMIT 1   [ RunTime:0.000959s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='456'  [ RunTime:0.000187s ]
[ 2019-06-30T14:42:57+08:00 ] /abcTest/index.php/Login/checkLogin | NOTIC: [8] Array to string conversion LoginAction.class.php 第 25 行.
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002697s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.003069s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002309s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002579s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.005321s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.005635s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.023179s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023502s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.002088s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001483s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001243s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.002406s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007915s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001604s ]
[ 2019-06-30T14:43:06+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001821s ]
[ 2019-06-30T14:43:11+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.001594s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001795s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001320s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001506s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.001662s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.001827s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.015882s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016160s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001227s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001321s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000839s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001206s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005165s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.000971s ]
[ 2019-06-30T14:54:04+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001115s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001623s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001832s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001379s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001548s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006531s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='456' LIMIT 1   [ RunTime:0.000418s ]
[ 2019-06-30T14:54:11+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='456' LIMIT 1   [ RunTime:0.000223s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002750s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.003083s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002434s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002728s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.003304s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.003906s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.025281s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.025678s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001565s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001158s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000867s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001348s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005496s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001090s ]
[ 2019-06-30T14:55:01+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001256s ]
[ 2019-06-30T14:55:10+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.002357s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002633s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002280s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002541s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.005719s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.005998s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.023841s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024149s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001224s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001429s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003285s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002009s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008727s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001319s ]
[ 2019-06-30T14:56:48+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001514s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run CheckRoute Behavior [ RunTime:0.002511s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ route_check ] --END-- [ RunTime:0.002725s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001517s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001691s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run LocationTemplate Behavior [ RunTime:0.001677s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_template ] --END-- [ RunTime:0.001853s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run ParseTemplate Behavior [ RunTime:0.014282s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014476s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run ContentReplace Behavior [ RunTime:0.001071s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run TokenBuild Behavior [ RunTime:0.001005s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000726s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run ShowRuntime Behavior [ RunTime:0.001178s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004424s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Run ShowPageTrace Behavior [ RunTime:0.000967s ]
[ 2019-06-30T14:56:54+08:00 ] /abcTest/index.php/Login/coachIndex | INFO: Tag[ view_end ] --END-- [ RunTime:0.001151s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ route_check ] --START--
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run CheckRoute Behavior [ RunTime:0.001577s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ route_check ] --END-- [ RunTime:0.001773s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001409s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001577s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_template ] --START--
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run LocationTemplate Behavior [ RunTime:0.001942s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_template ] --END-- [ RunTime:0.002165s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ParseTemplate Behavior [ RunTime:0.012862s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013059s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ContentReplace Behavior [ RunTime:0.001048s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run TokenBuild Behavior [ RunTime:0.001022s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000765s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ShowRuntime Behavior [ RunTime:0.001849s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005193s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_end ] --START--
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ShowPageTrace Behavior [ RunTime:0.001209s ]
[ 2019-06-30T14:57:07+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_end ] --END-- [ RunTime:0.001380s ]
[ 2019-06-30T14:59:50+08:00 ] /abcTest/index.php/admin.php/index | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:00:16+08:00 ] /abcTest/index.php/admin.php/index | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002247s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002474s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001732s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001943s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002388s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002648s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
