[ 2012-05-11T19:15:18+08:00 ] /SiaWeb/admin.php/person | ERR: (ThinkException) 无法加载模块person
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000405s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000490s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000249s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000538s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001935s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000452s ]
[ 2012-05-11T19:58:59+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000531s ]
[ 2012-05-11T20:07:14+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | ERR: (ThinkException) Action:assgin您所请求的方法不存在！
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.001415s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001597s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000788s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000883s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004228s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `id`,`name`,`major` FROM `think_person`  [ RunTime:0.000303s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.001083s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.001227s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.011295s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011431s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000670s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000690s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000333s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000908s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002933s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000765s ]
[ 2012-05-11T20:11:09+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000885s ]
[ 2012-05-11T20:11:10+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | ERR: (ThinkException) Action:assgin您所请求的方法不存在！
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.000929s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001045s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000614s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000695s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004007s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `id`,`name`,`major` FROM `think_person`  [ RunTime:0.000202s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000888s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.001010s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.011222s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011346s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000771s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000902s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000424s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.000668s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003058s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000492s ]
[ 2012-05-11T20:11:37+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000570s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.001023s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001170s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000563s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000645s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003783s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SELECT * FROM `think_person` WHERE id=1 LIMIT 1   [ RunTime:0.000214s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000590s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000677s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.011233s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011336s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000505s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000702s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000365s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000689s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002573s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000439s ]
[ 2012-05-11T20:11:38+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000518s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run CheckRoute Behavior [ RunTime:0.000969s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ route_check ] --END-- [ RunTime:0.001093s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000634s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000726s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003812s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | SQL: SELECT `id`,`name`,`major` FROM `think_person`  [ RunTime:0.000216s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run LocationTemplate Behavior [ RunTime:0.000823s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_template ] --END-- [ RunTime:0.000914s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ParseTemplate Behavior [ RunTime:0.009797s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009898s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ContentReplace Behavior [ RunTime:0.000650s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run TokenBuild Behavior [ RunTime:0.000833s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000493s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowRuntime Behavior [ RunTime:0.001269s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003628s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Run ShowPageTrace Behavior [ RunTime:0.000786s ]
[ 2012-05-11T20:14:53+08:00 ] /SiaWeb/admin.php/Person | INFO: Tag[ view_end ] --END-- [ RunTime:0.000928s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.000807s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000931s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000587s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000679s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003837s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SELECT * FROM `think_person` WHERE id=1 LIMIT 1   [ RunTime:0.000247s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000762s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000903s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.008553s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008671s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000371s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000462s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000317s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000810s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002240s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000694s ]
[ 2012-05-11T20:14:54+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000867s ]
[ 2012-05-11T20:14:55+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:14:55+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run CheckRoute Behavior [ RunTime:0.000829s ]
[ 2012-05-11T20:14:55+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --END-- [ RunTime:0.000949s ]
[ 2012-05-11T20:14:55+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:14:55+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000563s ]
[ 2012-05-11T20:14:55+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000659s ]
[ 2012-05-11T20:15:02+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:15:02+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run CheckRoute Behavior [ RunTime:0.000748s ]
[ 2012-05-11T20:15:02+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --END-- [ RunTime:0.000871s ]
[ 2012-05-11T20:15:02+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:15:02+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000529s ]
[ 2012-05-11T20:15:02+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000618s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.000909s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001024s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000618s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000700s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003300s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SELECT * FROM `think_person` WHERE id=1 LIMIT 1   [ RunTime:0.000209s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000769s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001074s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.007766s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007868s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000479s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000546s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000328s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000590s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002166s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000492s ]
[ 2012-05-11T20:15:33+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000587s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.000787s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000904s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000566s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000649s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004928s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SELECT * FROM `think_person` WHERE id=1 LIMIT 1   [ RunTime:0.000223s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000469s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000556s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.007450s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007548s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000359s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000483s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000241s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000538s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001844s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000421s ]
[ 2012-05-11T20:15:35+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000500s ]
[ 2012-05-11T20:15:36+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:15:36+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run CheckRoute Behavior [ RunTime:0.001264s ]
[ 2012-05-11T20:15:36+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --END-- [ RunTime:0.001462s ]
[ 2012-05-11T20:15:36+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:15:36+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000987s ]
[ 2012-05-11T20:15:36+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001136s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.000944s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001070s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --START--
